,GL70,GL72,GL74,GL76,GL78,GL80,GL82,GL84,GL86,Med3,Med5,Med7,Med9,Med11,Med13,Med15,Med17,Med19
27342472_20200310_Feet_L_S_2,0.9135667150291183,0.9181011870500175,0.9225792940917847,0.9246729092368187,0.922675472248258,0.9206874727344697,0.9081836223820977,0.9058213471608403,0.8940899603112529,0.7895219350176625,0.7859664765157117,0.806147091852992,0.8984796260498662,0.9188828872203322,0.9093517981919101,0.8926957183223978,0.8760266843964282,0.8495486089428688
27342472_20200310_Feet_L_S_3,0.9161341343608438,0.9220416308530308,0.9365519683287324,0.9334143406453157,0.9329437601787987,0.9446543098987984,0.94288795744812,0.9532229305539676,0.9529744468792731,0.8618109695862045,0.8665160901198037,0.9143119313717071,0.929002029202485,0.9288849079040062,0.916210368945428,0.9105314013850616,0.8811164212423808,0.8620225132222786
27342472_20200310_Feet_R_S_0,0.9426665526422908,0.9322027161698632,0.9475859864121305,0.9596083229386864,0.9212054022869499,0.940872098284088,0.9378084668498641,0.9231836368237223,0.8677384360138269,0.637245173549264,0.6720829473016496,0.7381792925552307,0.8190746116714865,0.8318912945121266,0.8462817589546664,0.7871633246486919,0.7553377120314483,0.7689962959579376
27342472_20200310_Feet_R_S_1,0.9144151501770363,0.8873401985392713,0.891501420071505,0.9165613473599827,0.9204691419655876,0.9214690225838847,0.9042169803777784,0.8924219444234166,0.8044002049612695,0.5246410967728502,0.5786021694886482,0.5841341426794517,0.5674336304320986,0.5957292196999538,0.6645682178118492,0.6413769240651647,0.6486830608557489,0.674118160529104
27342472_20200310_Feet_R_S_2,0.9748430470535852,0.974629852294014,0.9717617004404911,0.9791769051268115,0.987113134612524,0.973063954031202,0.982419235027958,0.9706631037723538,0.9324339386659446,0.839305145741022,0.8813565822576038,0.9698136738207532,0.9461207060837666,0.8967205580238465,0.8474757858801066,0.7592915416029061,0.7114614175078842,0.64739685147872
27342472_20200310_Feet_R_S_3,0.944806786729981,0.9531731564169883,0.9698654941977767,0.9868177353568883,0.9441108205015079,0.964861651173232,0.916474631309779,0.8925040827535368,0.8745947231464577,0.7993721958469546,0.8203622339250135,0.8458419204926569,0.9016405939647621,0.9174300474058297,0.8770477876733089,0.8302917782381593,0.7765506326269516,0.7408857513550284
28515479_20200629_Feet_L_S_0,0.9078620399687005,0.9133631796794597,0.9197044605320303,0.9271081137759624,0.9364140221266651,0.9468889755974631,0.9510547946328438,0.9512905862440831,0.966040722839456,0.80183314371899,0.8581904297911513,0.9357543016312561,0.9721596770523806,0.9562080629826035,0.9037470898424114,0.8559298858872448,0.7814565567498749,0.727172566780889
28515479_20200629_Feet_L_S_1,0.8996153792078488,0.9097292570736446,0.9180332579114683,0.9214191387969161,0.924532965150317,0.9213502797560136,0.9213502797560136,0.9201582839643672,0.9242751612434407,0.8407365740551664,0.9004456307147729,0.9456048871127549,0.9301114653017445,0.929457153063822,0.8883838354269337,0.8385965942192759,0.7577193886610069,0.6760872632414617
28515479_20200629_Feet_L_S_2,0.918234241659866,0.921341923250066,0.9303741844968649,0.9244548547950878,0.9439495474088694,0.9429414887143142,0.9471104665362069,0.953283540050895,0.9538198682666698,0.7860460321737563,0.808077054918266,0.8932523611304963,0.9582852287542873,0.9664320310980254,0.9414951387105934,0.9036300096975979,0.8372993825887013,0.7602547805492146
28515479_20200629_Feet_L_S_3,0.8399671383669546,0.850912300583043,0.8575802135823589,0.8615934527400891,0.8797689643676225,0.9029524374822063,0.9203806457465787,0.9236235813545316,0.9250337152041382,0.8104032162659551,0.8371167996730503,0.8966104887797729,0.9446110569787275,0.9051558525299449,0.8507459361862397,0.7859842378001156,0.738281424465415,0.6544856938161936
28515479_20200629_Feet_R_S_0,0.8539225898718404,0.8499264777832384,0.8546320220466731,0.8677620320600178,0.8682956701345301,0.8723438895145927,0.871005698826936,0.8639925433663697,0.8647161630338339,0.7898239198903237,0.8128059062671232,0.8491379129895864,0.861118780172135,0.879887040693275,0.8458909552921183,0.7242265931793481,0.6582577678042155,0.5840192216461991
28515479_20200629_Feet_R_S_1,0.8828434403543735,0.8925893997013219,0.8982984793435755,0.8988900164744457,0.896202414246207,0.9014654452347628,0.8867336444183387,0.8923761502178744,0.8922006587577377,0.8458449673270095,0.8847977040904521,0.9096344734681014,0.9041513949106759,0.8482945348891854,0.7871821025727435,0.7181740763336826,0.6499751088858362,0.5871337583238851
28515479_20200629_Feet_R_S_2,0.8905483669590551,0.8902680647689818,0.8959068571092785,0.8959068571092785,0.906878392293638,0.906779040263443,0.9002346620717127,0.9049307505438975,0.9063651033016029,0.7309550605518562,0.735304854192645,0.7813599855543036,0.8004687317609337,0.8028948639771802,0.8344507156998465,0.7880978037275816,0.6641154093278979,0.5997552069370078
28515479_20200629_Feet_R_S_3,0.9047662367707953,0.9025839256908771,0.9074017636881095,0.9046004758804237,0.9093890254885694,0.9172103333423913,0.9183203011948652,0.9250896377051687,0.9240991696400797,0.8124080467023288,0.8502941356042949,0.8813980647415904,0.8808646825218034,0.9031347636928613,0.8732241749570637,0.7970172948202038,0.736228059408787,0.6545213659507889
29478252_20200608_Feet_L_S_0,0.8953651420850048,0.8950237430094244,0.9009801363785641,0.9019243838184231,0.9028763900128873,0.8944228257309083,0.8944870819288719,0.8974063300491509,0.8694520052920431,0.8283676527321826,0.8491895875897072,0.8608906235358005,0.8514538086394423,0.8624517994697932,0.8357545074482241,0.7889192471327884,0.7155400440145901,0.659096130507385
29478252_20200608_Feet_L_S_1,0.9226904845306851,0.9135396832603302,0.9209023460236765,0.9096969432201408,0.9025239618102084,0.9054884252262526,0.9029749476547109,0.8754270111936712,0.8182285141992515,0.8397034155814574,0.8835681269307176,0.9127167256224853,0.8922686321758472,0.8835532277318645,0.8431554052081588,0.7731438445299592,0.6886409545501568,0.6346911757197014
29478252_20200608_Feet_L_S_2,0.8454493288419416,0.8723272535452422,0.8674978744730805,0.889046355091949,0.8815729420874028,0.8850620240018134,0.8712050636147927,0.8668835074193779,0.8082801552016019,0.7525488389750604,0.7900766095908869,0.82275129711221,0.8338557912887183,0.8705622138537559,0.8515385428541339,0.8924176530115868,0.8071500283220355,0.7435204130479414
29478252_20200608_Feet_L_S_3,0.9621300605322198,0.9011276394427724,0.916376807605447,0.8771843785179623,0.9019524094887283,0.878380748403367,0.8146798600552552,0.8465132292218762,0.7988089188633785,0.7744319457219426,0.7499759353891251,0.8251786550885964,0.8693122088825046,0.8636464712026268,0.8199474836426238,0.7378020093857369,0.6356137581906196,0.5666199848598661
