,GL70,GL72,GL74,GL76,GL78,GL80,GL82,GL84,GL86,Med3,Med5,Med7,Med9,Med11,Med13,Med15,Med17,Med19
28515479_20200629_Feet_L_S_1,0.8671914233318201,0.9193042637951371,0.8671914233318201,0.8671914233318201,0.8671914233318201,0.8671914233318201,0.9527661028718742,0.8671914233318201,0.8671914233318201,0.8707050028980623,0.8671914233318201,0.8671914233318201,0.8671914233318201,0.9527661028718742,0.7975656992127635,0.7975656992127635,0.7971924637425791,0.6460282163623384
28515479_20200629_Feet_L_S_2,0.932402171939613,0.932402171939613,0.932402171939613,0.932402171939613,0.932402171939613,0.932402171939613,0.8874344672660921,0.932402171939613,0.8874344672660921,0.8571502332800072,0.7303528614930237,0.8874344672660921,0.8874344672660921,0.932402171939613,0.932402171939613,0.810178213201966,0.810178213201966,0.810178213201966
28515479_20200629_Feet_L_S_3,0.8132394623031333,0.8132394623031333,0.8132394623031333,0.8132394623031333,0.8132394623031333,0.8132394623031333,0.8604433877533545,0.8877471964205256,0.8877471964205256,0.8539236923866734,0.8539236923866734,0.976428289664406,0.8877471964205256,0.7892327044171934,0.8132394623031333,0.8132394623031333,0.8132394623031333,0.6587239644655378
28515479_20200629_Feet_R_S_0,0.7953000972533328,0.7953000972533328,0.7953000972533328,0.853651123781764,0.8024671392568955,0.853651123781764,0.853651123781764,0.853651123781764,0.853651123781764,0.7499234173633237,0.8121791797533,0.8743860050987824,0.8743860050987824,0.8657594958286489,0.8024671392568955,0.6499983827980852,0.6499983827980852,0.6499983827980852
28515479_20200629_Feet_R_S_1,0.8785233879723228,0.8269327290585149,0.8785233879723228,0.8785233879723228,0.8785233879723228,0.8785233879723228,0.8785233879723228,0.8785233879723228,0.8785233879723228,0.7705839815311847,0.8710474814053305,0.8710474814053305,0.8785233879723228,0.8269327290585149,0.8269327290585149,0.6743266596186401,0.6743266596186401,0.532801311303617
28515479_20200629_Feet_R_S_2,0.8431538622691028,0.8431538622691028,0.8431538622691028,0.9296829902371032,0.8555025372236692,0.9296829902371032,0.9296829902371032,0.9296829902371032,0.9296829902371032,0.7017888463903017,0.7197255955595215,0.7197255955595215,0.7662258483390058,0.9296829902371032,0.8431538622691028,0.6829546284379733,0.6829546284379733,0.5396184718522258
28515479_20200629_Feet_R_S_3,0.8392745590497175,0.8726075431498459,0.8726075431498459,0.8726075431498459,0.8726075431498459,0.8726075431498459,0.8726075431498459,0.8726075431498459,0.8752232671446141,0.8274341655616735,0.8058697808174047,0.8058697808174047,0.8726075431498459,0.8726075431498459,0.8392745590497175,0.8294286593566816,0.8294286593566816,0.6798123928302711
29478252_20200608_Feet_L_S_0,0.8609617079429349,0.8932137624117124,0.8932137624117124,0.8932137624117124,0.8932137624117124,0.8932137624117124,0.8609617079429349,0.8609617079429349,0.9521918204004672,0.8683398268514279,0.8832838990449468,0.8609617079429349,0.8609617079429349,0.8105846060763682,0.7862722557238733,0.7862722557238733,0.6699046331209655,0.6699046331209655
29478252_20200608_Feet_L_S_1,0.8693801314830883,0.8693801314830883,0.8693801314830883,0.8693801314830883,0.8597322106724326,0.8597322106724326,0.8597322106724326,0.8597322106724326,0.878201391376,0.878201391376,0.8693801314830883,0.8777537702249282,0.8777537702249282,0.7907576226409321,0.7907576226409321,0.7907576226409321,0.640513674339155,0.640513674339155
29478252_20200608_Feet_L_S_2,0.8888143613915719,0.8888143613915719,0.8888143613915719,0.8888143613915719,0.8888143613915719,0.8888143613915719,0.8888143613915719,0.8888143613915719,0.8888143613915719,0.7249052754490176,0.842206177877234,0.842206177877234,0.8888143613915719,0.8888143613915719,0.8753149834860836,0.8753149834860836,0.8162666163035478,0.8141934022164875
29478252_20200608_Feet_L_S_3,0.940072865096115,0.8695084420049336,0.940072865096115,0.940072865096115,0.8938432423446944,0.8938432423446944,0.940072865096115,0.8938432423446944,0.8938432423446944,0.7575654738456642,0.7575654738456642,0.940072865096115,0.8902248908896068,0.7769197232199295,0.7769197232199295,0.629304975808143,0.629304975808143,0.49722862286075503
