Method,Noise_pct,Outlier_pct,Q,Jaccard
Guo,1,20,1,0.1613
Guo,1,20,2,0.148
Guo,1,20,3,0.1307
Guo,1,20,6,0.1188
Guo,1,20,12,0.0898
Guo,1,20,24,0.0703
Guo,1,20,40,0.049
Guo,1,30,0,0.0566
Guo,1,30,1,0.0665
Guo,1,30,2,0.0638
Guo,1,30,3,0.0676
Guo,1,30,6,0.0515
Guo,1,30,12,0.0425
Guo,1,30,24,0.0276
Guo,1,30,40,0.0339
Guo,1,40,0,0.0304
Guo,1,40,1,0.0303
Guo,1,40,2,0.0312
Guo,1,40,3,0.0353
Guo,1,40,6,0.0271
Guo,1,40,12,0.0267
Guo,1,40,24,0.0238
Guo,1,40,40,0.0292
Guo,1,50,0,0.016
Guo,1,50,1,0.0139
Guo,1,50,2,0.0167
Guo,1,50,3,0.0206
Guo,1,50,6,0.0152
Guo,1,50,12,0.017
Guo,1,50,24,0.0214
Guo,1,50,40,0.0342
Guo,1,60,0,0.0143
Guo,1,60,1,0.0185
Guo,1,60,2,0.0141
Guo,1,60,3,0.0156
Guo,1,60,6,0.0211
Guo,1,60,12,0.0148
Guo,1,60,24,0.0248
Guo,1,60,40,0.0355
Guo,1,70,0,0.027
Guo,1,70,1,0.0185
Guo,1,70,2,0.0206
Guo,1,70,3,0.0257
Guo,1,70,6,0.0309
Guo,1,70,12,0.0329
Guo,1,70,24,0.0375
Guo,1,70,40,0.0435
Guo,2,0,0,0.9938
Guo,2,0,1,0.9936
Guo,2,0,2,0.9933
Guo,2,0,3,0.993
Guo,2,0,6,0.9912
Guo,2,0,12,0.9858
Guo,2,0,24,0.9621
Guo,2,0,40,0.908
Guo,2,10,0,0.4256
Guo,2,10,1,0.4217
Guo,2,10,2,0.4303
Guo,2,10,3,0.3957
Guo,2,10,6,0.3639
Guo,2,10,12,0.2548
Guo,2,10,24,0.171
Guo,2,10,40,0.1571
Guo,2,20,0,0.1469
Guo,2,20,1,0.1651
Guo,2,20,2,0.1484
Guo,2,20,3,0.1472
Guo,2,20,6,0.1305
Guo,2,20,12,0.092
Guo,2,20,24,0.069
Guo,2,20,40,0.0598
Guo,2,30,0,0.0662
Guo,2,30,1,0.0503
Guo,2,30,2,0.0556
Guo,2,30,3,0.0738
Guo,2,30,6,0.0545
Guo,2,30,12,0.0538
Guo,2,30,24,0.0283
Guo,2,30,40,0.0358
Guo,2,40,0,0.0302
Guo,2,40,1,0.0301
Guo,2,40,2,0.0289
Guo,2,40,3,0.0261
Guo,2,40,6,0.031
Guo,2,40,12,0.0209
Guo,2,40,24,0.0228
Guo,2,40,40,0.0338
Guo,2,50,0,0.0154
Guo,2,50,1,0.0199
Guo,2,50,2,0.015
Guo,2,50,3,0.0186
Guo,2,50,6,0.0251
Guo,2,50,12,0.0206
Guo,2,50,24,0.021
Guo,2,50,40,0.0342
Guo,2,60,0,0.0152
Guo,2,60,1,0.0138
Guo,2,60,2,0.0149
Guo,2,60,3,0.0137
Guo,2,60,6,0.0195
Guo,2,60,12,0.021
Guo,2,60,24,0.0238
Guo,2,60,40,0.041
Guo,2,70,0,0.0272
Guo,2,70,1,0.0224
Guo,2,70,2,0.0266
Guo,2,70,3,0.0252
Guo,2,70,6,0.0258
Guo,2,70,12,0.0326
Guo,2,70,24,0.0336
Guo,2,70,40,0.0498
Guo,5,0,0,0.9771
Guo,5,0,1,0.9779
Guo,5,0,2,0.9779
Guo,5,0,3,0.9783
Guo,5,0,6,0.9762
Guo,5,0,12,0.9696
Guo,5,0,24,0.9458
Guo,5,0,40,0.9081
Guo,5,10,0,0.3784
Guo,5,10,1,0.3979
Guo,5,10,2,0.3586
Guo,5,10,3,0.3658
Guo,5,10,6,0.313
Guo,5,10,12,0.2624
Guo,5,10,24,0.1865
Guo,5,10,40,0.1373
Guo,5,20,0,0.1284
Guo,5,20,1,0.1263
Guo,5,20,2,0.1582
Guo,5,20,3,0.1133
Guo,5,20,6,0.105
Guo,5,20,12,0.0866
Guo,5,20,24,0.0639
Guo,5,20,40,0.0552
Guo,5,30,0,0.0446
Guo,5,30,1,0.0517
Guo,5,30,2,0.0552
Guo,5,30,3,0.0535
Guo,5,30,6,0.0516
Guo,5,30,12,0.0349
Guo,5,30,24,0.0281
Guo,5,30,40,0.0245
Guo,5,40,0,0.0188
Guo,5,40,1,0.0255
Guo,5,40,2,0.0238
Guo,5,40,3,0.0206
Guo,5,40,6,0.0207
Guo,5,40,12,0.0214
Guo,5,40,24,0.0234
Guo,5,40,40,0.0269
Guo,5,50,0,0.0134
Guo,5,50,1,0.0141
Guo,5,50,2,0.0147
Guo,5,50,3,0.0146
Guo,5,50,6,0.0154
Guo,5,50,12,0.0247
Guo,5,50,24,0.0214
Guo,5,50,40,0.0349
Guo,5,60,0,0.0242
Guo,5,60,1,0.0196
Guo,5,60,2,0.0186
Guo,5,60,3,0.0141
Guo,5,60,6,0.0203
Guo,5,60,12,0.0237
Guo,5,60,24,0.0284
Guo,5,60,40,0.0353
Guo,5,70,0,0.0328
Guo,5,70,1,0.0361
Guo,5,70,2,0.0311
Guo,5,70,3,0.0385
Guo,5,70,6,0.0321
Guo,5,70,12,0.0286
Guo,5,70,24,0.0448
Guo,5,70,40,0.0511
Guo,10,0,0,0.923
Guo,10,0,1,0.9222
Guo,10,0,2,0.923
Guo,10,0,3,0.9278
Guo,10,0,6,0.9224
Guo,10,0,12,0.9167
Guo,10,0,24,0.8891
Guo,10,0,40,0.8504
Guo,10,10,0,0.2889
Guo,10,10,1,0.2771
Guo,10,10,2,0.31
Guo,10,10,3,0.2782
Guo,10,10,6,0.2577
Guo,10,10,12,0.2439
Guo,10,10,24,0.1768
Guo,10,10,40,0.1094
Guo,10,20,0,0.0969
Guo,10,20,1,0.0716
Guo,10,20,2,0.0765
Guo,10,20,3,0.0812
Guo,10,20,6,0.079
Guo,10,20,12,0.0838
Guo,10,20,24,0.056
Guo,10,20,40,0.0469
Guo,10,30,0,0.0389
Guo,10,30,1,0.0319
Guo,10,30,2,0.0305
Guo,10,30,3,0.0385
Guo,10,30,6,0.0367
Guo,10,30,12,0.0352
Guo,10,30,24,0.0265
Guo,10,30,40,0.0252
Guo,10,40,0,0.015
Guo,10,40,1,0.0149
Guo,10,40,2,0.0195
Guo,10,40,3,0.014
Guo,10,40,6,0.0166
Guo,10,40,12,0.0159
Guo,10,40,24,0.0136
Guo,10,40,40,0.0342
Guo,10,50,0,0.0158
Guo,10,50,1,0.0159
Guo,10,50,2,0.0192
Guo,10,50,3,0.0181
Guo,10,50,6,0.0178
Guo,10,50,12,0.0215
Guo,10,50,24,0.0216
Guo,10,50,40,0.0299
Guo,10,60,0,0.0273
Guo,10,60,1,0.031
Guo,10,60,2,0.0302
Guo,10,60,3,0.0377
Guo,10,60,6,0.0301
Guo,10,60,12,0.0317
Guo,10,60,24,0.0401
Guo,10,60,40,0.0528
Guo,10,70,0,0.0569
Guo,10,70,1,0.0559
Guo,10,70,2,0.0504
Guo,10,70,3,0.0619
Guo,10,70,6,0.0509
Guo,10,70,12,0.0638
Guo,10,70,24,0.0665
Guo,10,70,40,0.0663
Greco,0,0,0,1.0
Greco,0,0,1,0.9981
Greco,0,0,2,0.9962
Greco,0,0,3,0.9946
Greco,0,0,6,0.992
Greco,0,0,12,0.9889
Greco,0,0,24,0.959
Greco,0,0,40,0.9521
Greco,0,10,0,1.0
Greco,0,10,1,0.9984
Greco,0,10,2,0.9966
Greco,0,10,3,0.9953
Greco,0,10,6,0.9948
Greco,0,10,12,0.9806
Greco,0,10,24,0.9629
Greco,0,10,40,0.8916
Greco,0,20,0,1.0
Greco,0,20,1,0.9988
Greco,0,20,2,0.9978
Greco,0,20,3,0.997
Greco,0,20,6,0.9946
Greco,0,20,12,0.982
Greco,0,20,24,0.9322
Greco,0,20,40,0.8009
Greco,0,30,0,0.9875
Greco,0,30,1,0.987
Greco,0,30,2,0.9795
Greco,0,30,3,0.978
Greco,0,30,6,0.964
Greco,0,30,12,0.9328
Greco,0,30,24,0.8597
Greco,0,30,40,0.7086
Greco,0,40,0,0.9407
Greco,0,40,1,0.9426
Greco,0,40,2,0.9362
Greco,0,40,3,0.9329
Greco,0,40,6,0.9069
Greco,0,40,12,0.8715
Greco,0,40,24,0.7821
Greco,0,40,40,0.6561
Greco,0,50,0,0.8787
Greco,0,50,1,0.8693
Greco,0,50,2,0.8596
Greco,0,50,3,0.8575
Greco,0,50,6,0.8271
Greco,0,50,12,0.7926
Greco,0,50,24,0.7207
Greco,0,50,40,0.5905
Greco,0,60,0,0.7865
Greco,0,60,1,0.7865
Greco,0,60,2,0.7711
Greco,0,60,3,0.7816
Greco,0,60,6,0.7601
Greco,0,60,12,0.7139
Greco,0,60,24,0.6486
Greco,0,60,40,0.5497
Greco,0,70,0,0.6691
Greco,0,70,1,0.6593
Greco,0,70,2,0.6508
Greco,0,70,3,0.6623
Greco,0,70,6,0.6552
Greco,0,70,12,0.6298
Greco,0,70,24,0.578
Greco,0,70,40,0.4921
Greco,1,0,0,0.9946
Greco,1,0,1,0.9951
Greco,1,0,2,0.9947
Greco,1,0,3,0.9943
Greco,1,0,6,0.9944
Greco,1,0,12,0.9879
Greco,1,0,24,0.9579
Greco,1,0,40,0.953
Greco,1,10,0,0.9957
Greco,1,10,1,0.9956
Greco,1,10,2,0.9945
Greco,1,10,3,0.9951
Greco,1,10,6,0.9929
Greco,1,10,12,0.9805
Greco,1,10,24,0.9679
Greco,1,10,40,0.8916
Greco,1,20,0,0.9961
Greco,1,20,1,0.9963
Greco,1,20,2,0.9959
Greco,1,20,3,0.9952
Greco,1,20,6,0.9934
Greco,1,20,12,0.9814
Greco,1,20,24,0.9271
Greco,1,20,40,0.7951
Greco,1,30,0,0.9846
Greco,1,30,1,0.9869
Greco,1,30,2,0.9826
Greco,1,30,3,0.9766
Greco,1,30,6,0.9647
Greco,1,30,12,0.9259
Greco,1,30,24,0.8424
Greco,1,30,40,0.7151
Greco,1,40,0,0.9366
Greco,1,40,1,0.938
Greco,1,40,2,0.9332
Greco,1,40,3,0.9309
Greco,1,40,6,0.9122
Greco,1,40,12,0.8631
Greco,1,40,24,0.7688
Greco,1,40,40,0.647
Greco,1,50,0,0.8679
Greco,1,50,1,0.8695
Greco,1,50,2,0.8579
Greco,1,50,3,0.8499
Greco,1,50,6,0.8303
Greco,1,50,12,0.7883
Greco,1,50,24,0.7113
Greco,1,50,40,0.5782
Greco,1,60,0,0.7575
Greco,1,60,1,0.7645
Greco,1,60,2,0.7611
Greco,1,60,3,0.7568
Greco,1,60,6,0.735
Greco,1,60,12,0.7079
Greco,1,60,24,0.6382
Greco,1,60,40,0.5243
Greco,1,70,0,0.6531
Greco,1,70,1,0.658
Greco,1,70,2,0.6531
Greco,1,70,3,0.6518
Greco,1,70,6,0.6324
Greco,1,70,12,0.6236
Greco,1,70,24,0.5447
Greco,1,70,40,0.4804
Greco,2,0,0,0.9902
Greco,2,0,1,0.9897
Greco,2,0,2,0.9899
Greco,2,0,3,0.9881
Greco,2,0,6,0.9884
Greco,2,0,12,0.9813
Greco,2,0,24,0.9536
Greco,2,0,40,0.9588
Greco,2,10,0,0.9913
Greco,2,10,1,0.9907
Greco,2,10,2,0.9914
Greco,2,10,3,0.9902
Greco,2,10,6,0.988
Greco,2,10,12,0.9826
Greco,2,10,24,0.9645
Greco,2,10,40,0.8897
Greco,2,20,0,0.9926
Greco,2,20,1,0.9927
Greco,2,20,2,0.9925
Greco,2,20,3,0.9916
Greco,2,20,6,0.9912
Greco,2,20,12,0.9813
Greco,2,20,24,0.9235
Greco,2,20,40,0.8014
Greco,2,30,0,0.9802
Greco,2,30,1,0.9809
Greco,2,30,2,0.981
Greco,2,30,3,0.9795
Greco,2,30,6,0.9662
Greco,2,30,12,0.9326
Greco,2,30,24,0.8496
Greco,2,30,40,0.7077
Greco,2,40,0,0.933
Greco,2,40,1,0.9339
Greco,2,40,2,0.9264
Greco,2,40,3,0.9339
Greco,2,40,6,0.9093
Greco,2,40,12,0.8642
Greco,2,40,24,0.7698
Greco,2,40,40,0.6455
Greco,2,50,0,0.8542
Greco,2,50,1,0.8554
Greco,2,50,2,0.8548
Greco,2,50,3,0.8505
Greco,2,50,6,0.8359
Greco,2,50,12,0.7808
Greco,2,50,24,0.7101
Greco,2,50,40,0.5728
Greco,2,60,0,0.7484
Greco,2,60,1,0.7696
Greco,2,60,2,0.7428
Greco,2,60,3,0.7443
Greco,2,60,6,0.7311
Greco,2,60,12,0.6972
Greco,2,60,24,0.6234
Greco,2,60,40,0.5096
Greco,2,70,0,0.6338
Greco,2,70,1,0.6326
Greco,2,70,2,0.6239
Greco,2,70,3,0.6321
Greco,2,70,6,0.6182
Greco,2,70,12,0.6106
Greco,2,70,24,0.5483
Greco,2,70,40,0.4658
Greco,5,0,0,0.9768
Greco,5,0,1,0.9744
Greco,5,0,2,0.9754
Greco,5,0,3,0.9743
Greco,5,0,6,0.9734
Greco,5,0,12,0.9662
Greco,5,0,24,0.943
Greco,5,0,40,0.9369
Greco,5,10,0,0.9778
Greco,5,10,1,0.9792
Greco,5,10,2,0.9781
Greco,5,10,3,0.9769
Greco,5,10,6,0.9795
Greco,5,10,12,0.9704
Greco,5,10,24,0.9621
Greco,5,10,40,0.9029
Greco,5,20,0,0.9832
Greco,5,20,1,0.9817
Greco,5,20,2,0.9814
Greco,5,20,3,0.9806
Greco,5,20,6,0.9817
Greco,5,20,12,0.9786
Greco,5,20,24,0.9352
Greco,5,20,40,0.8191
Greco,5,30,0,0.9696
Greco,5,30,1,0.9713
Greco,5,30,2,0.9705
Greco,5,30,3,0.9695
Greco,5,30,6,0.9625
Greco,5,30,12,0.9394
Greco,5,30,24,0.8508
Greco,5,30,40,0.7191
Greco,5,40,0,0.9129
Greco,5,40,1,0.9069
Greco,5,40,2,0.9103
Greco,5,40,3,0.9035
Greco,5,40,6,0.9003
Greco,5,40,12,0.861
Greco,5,40,24,0.7739
Greco,5,40,40,0.6415
Greco,5,50,0,0.8079
Greco,5,50,1,0.8165
Greco,5,50,2,0.8083
Greco,5,50,3,0.8134
Greco,5,50,6,0.8045
Greco,5,50,12,0.779
Greco,5,50,24,0.6832
Greco,5,50,40,0.5706
Greco,5,60,0,0.683
Greco,5,60,1,0.7022
Greco,5,60,2,0.6994
Greco,5,60,3,0.6886
Greco,5,60,6,0.6799
Greco,5,60,12,0.6626
Greco,5,60,24,0.5993
Greco,5,60,40,0.4983
Greco,5,70,0,0.5716
Greco,5,70,1,0.5591
Greco,5,70,2,0.5545
Greco,5,70,3,0.5718
Greco,5,70,6,0.5552
Greco,5,70,12,0.5541
Greco,5,70,24,0.4974
Greco,5,70,40,0.4547
Greco,10,0,0,0.9533
Greco,10,0,1,0.9467
Greco,10,0,2,0.9516
Greco,10,0,3,0.9516
Greco,10,0,6,0.9494
Greco,10,0,12,0.9436
Greco,10,0,24,0.9179
Greco,10,0,40,0.8808
Greco,10,10,0,0.9545
Greco,10,10,1,0.9572
Greco,10,10,2,0.9541
Greco,10,10,3,0.9544
Greco,10,10,6,0.9554
Greco,10,10,12,0.9582
Greco,10,10,24,0.9371
Greco,10,10,40,0.9098
Greco,10,20,0,0.9624
Greco,10,20,1,0.9629
Greco,10,20,2,0.9621
Greco,10,20,3,0.9635
Greco,10,20,6,0.9616
Greco,10,20,12,0.963
Greco,10,20,24,0.9382
Greco,10,20,40,0.8442
Greco,10,30,0,0.9394
Greco,10,30,1,0.9451
Greco,10,30,2,0.9439
Greco,10,30,3,0.9428
Greco,10,30,6,0.9439
Greco,10,30,12,0.929
Greco,10,30,24,0.8613
Greco,10,30,40,0.7261
Greco,10,40,0,0.865
Greco,10,40,1,0.8651
Greco,10,40,2,0.8536
Greco,10,40,3,0.8591
Greco,10,40,6,0.8595
Greco,10,40,12,0.8369
Greco,10,40,24,0.7528
Greco,10,40,40,0.623
Greco,10,50,0,0.7312
Greco,10,50,1,0.7271
Greco,10,50,2,0.736
Greco,10,50,3,0.7315
Greco,10,50,6,0.7208
Greco,10,50,12,0.6956
Greco,10,50,24,0.6473
Greco,10,50,40,0.5318
Greco,10,60,0,0.5851
Greco,10,60,1,0.5856
Greco,10,60,2,0.5836
Greco,10,60,3,0.5727
Greco,10,60,6,0.5709
Greco,10,60,12,0.5644
Greco,10,60,24,0.5225
Greco,10,60,40,0.4536
Greco,10,70,0,0.4412
Greco,10,70,1,0.4448
Greco,10,70,2,0.445
Greco,10,70,3,0.4375
Greco,10,70,6,0.4298
Greco,10,70,12,0.4338
Greco,10,70,24,0.4201
Greco,10,70,40,0.3818
Qi,0,0,0,0.4407
Qi,0,0,1,0.999
Qi,0,0,2,0.9978
Qi,0,0,3,0.9974
Qi,0,0,6,0.996
Qi,0,0,12,0.9823
Qi,0,0,24,0.9782
Qi,0,0,40,0.9526
Qi,0,10,0,0.8225
Qi,0,10,1,0.9992
Qi,0,10,2,0.9983
Qi,0,10,3,0.9975
Qi,0,10,6,0.9953
Qi,0,10,12,0.9847
Qi,0,10,24,0.9745
Qi,0,10,40,0.8982
Qi,0,20,0,0.7716
Qi,0,20,1,0.9992
Qi,0,20,2,0.9984
Qi,0,20,3,0.9977
Qi,0,20,6,0.9952
Qi,0,20,12,0.9874
Qi,0,20,24,0.9719
Qi,0,20,40,0.8278
Qi,0,30,0,0.7227
Qi,0,30,1,0.9992
Qi,0,30,2,0.9984
Qi,0,30,3,0.9974
Qi,0,30,6,0.9948
Qi,0,30,12,0.9876
Qi,0,30,24,0.9333
Qi,0,30,40,0.6889
Qi,0,40,0,0.6976
Qi,0,40,1,0.9991
Qi,0,40,2,0.9981
Qi,0,40,3,0.997
Qi,0,40,6,0.9941
Qi,0,40,12,0.9777
Qi,0,40,24,0.7927
Qi,0,40,40,0.615
Qi,0,50,0,0.9911
Qi,0,50,1,0.987
Qi,0,50,2,0.9759
Qi,0,50,3,0.9764
Qi,0,50,6,0.9303
Qi,0,50,12,0.8477
Qi,0,50,24,0.693
Qi,0,50,40,0.5723
Qi,0,60,0,0.8551
Qi,0,60,1,0.8382
Qi,0,60,2,0.8311
Qi,0,60,3,0.8207
Qi,0,60,6,0.7619
Qi,0,60,12,0.6913
Qi,0,60,24,0.592
Qi,0,60,40,0.5597
Qi,0,70,0,0.6447
Qi,0,70,1,0.6174
Qi,0,70,2,0.6056
Qi,0,70,3,0.6156
Qi,0,70,6,0.6316
Qi,0,70,12,0.5984
Qi,0,70,24,0.5795
Qi,0,70,40,0.5306
Qi,1,0,0,0.9966
Qi,1,0,1,0.9966
Qi,1,0,2,0.9964
Qi,1,0,3,0.9957
Qi,1,0,6,0.9935
Qi,1,0,12,0.9818
Qi,1,0,24,0.9799
Qi,1,0,40,0.9524
Qi,1,10,0,0.9966
Qi,1,10,1,0.9966
Qi,1,10,2,0.996
Qi,1,10,3,0.9958
Qi,1,10,6,0.9934
Qi,1,10,12,0.9858
Qi,1,10,24,0.9781
Qi,1,10,40,0.901
Qi,1,20,0,0.9966
Qi,1,20,1,0.9967
Qi,1,20,2,0.9965
Qi,1,20,3,0.9956
Qi,1,20,6,0.9937
Qi,1,20,12,0.9886
Qi,1,20,24,0.9715
Qi,1,20,40,0.8231
Qi,1,30,0,0.9965
Qi,1,30,1,0.9964
Qi,1,30,2,0.9961
Qi,1,30,3,0.9957
Qi,1,30,6,0.9936
Qi,1,30,12,0.9845
Qi,1,30,24,0.9379
Qi,1,30,40,0.6992
Qi,1,40,0,0.9963
Qi,1,40,1,0.9961
Qi,1,40,2,0.9958
Qi,1,40,3,0.9953
Qi,1,40,6,0.99
Qi,1,40,12,0.9569
Qi,1,40,24,0.7915
Qi,1,40,40,0.6173
Qi,1,50,0,0.9843
Qi,1,50,1,0.9775
Qi,1,50,2,0.9639
Qi,1,50,3,0.9659
Qi,1,50,6,0.9178
Qi,1,50,12,0.855
Qi,1,50,24,0.6784
Qi,1,50,40,0.569
Qi,1,60,0,0.7967
Qi,1,60,1,0.7943
Qi,1,60,2,0.7884
Qi,1,60,3,0.7881
Qi,1,60,6,0.7511
Qi,1,60,12,0.6826
Qi,1,60,24,0.6036
Qi,1,60,40,0.5393
Qi,1,70,0,0.6101
Qi,1,70,1,0.617
Qi,1,70,2,0.6201
Qi,1,70,3,0.6161
Qi,1,70,6,0.5894
Qi,1,70,12,0.5723
Qi,1,70,24,0.5572
Qi,1,70,40,0.5347
Qi,2,0,0,0.9932
Qi,2,0,1,0.9934
Qi,2,0,2,0.993
Qi,2,0,3,0.9929
Qi,2,0,6,0.9912
Qi,2,0,12,0.9833
Qi,2,0,24,0.973
Qi,2,0,40,0.9556
Qi,2,10,0,0.9935
Qi,2,10,1,0.993
Qi,2,10,2,0.9931
Qi,2,10,3,0.9927
Qi,2,10,6,0.991
Qi,2,10,12,0.987
Qi,2,10,24,0.9745
Qi,2,10,40,0.9
Qi,2,20,0,0.9931
Qi,2,20,1,0.9933
Qi,2,20,2,0.9933
Qi,2,20,3,0.9925
Qi,2,20,6,0.9917
Qi,2,20,12,0.9859
Qi,2,20,24,0.9685
Qi,2,20,40,0.8308
Qi,2,30,0,0.9932
Qi,2,30,1,0.9925
Qi,2,30,2,0.9929
Qi,2,30,3,0.9922
Qi,2,30,6,0.9918
Qi,2,30,12,0.9848
Qi,2,30,24,0.9267
Qi,2,30,40,0.6913
Qi,2,40,0,0.9928
Qi,2,40,1,0.9924
Qi,2,40,2,0.9922
Qi,2,40,3,0.991
Qi,2,40,6,0.9887
Qi,2,40,12,0.9658
Qi,2,40,24,0.7732
Qi,2,40,40,0.6277
Qi,2,50,0,0.9741
Qi,2,50,1,0.9699
Qi,2,50,2,0.9746
Qi,2,50,3,0.9629
Qi,2,50,6,0.9307
Qi,2,50,12,0.8298
Qi,2,50,24,0.6757
Qi,2,50,40,0.5603
Qi,2,60,0,0.7663
Qi,2,60,1,0.7833
Qi,2,60,2,0.7525
Qi,2,60,3,0.7489
Qi,2,60,6,0.7269
Qi,2,60,12,0.6563
Qi,2,60,24,0.5907
Qi,2,60,40,0.5401
Qi,2,70,0,0.5943
Qi,2,70,1,0.5967
Qi,2,70,2,0.6035
Qi,2,70,3,0.606
Qi,2,70,6,0.5913
Qi,2,70,12,0.5746
Qi,2,70,24,0.5518
Qi,2,70,40,0.5265
Qi,5,0,0,0.9823
Qi,5,0,1,0.9818
Qi,5,0,2,0.9831
Qi,5,0,3,0.9829
Qi,5,0,6,0.9809
Qi,5,0,12,0.9784
Qi,5,0,24,0.9657
Qi,5,0,40,0.9379
Qi,5,10,0,0.9827
Qi,5,10,1,0.9824
Qi,5,10,2,0.983
Qi,5,10,3,0.9834
Qi,5,10,6,0.9831
Qi,5,10,12,0.9796
Qi,5,10,24,0.9705
Qi,5,10,40,0.9268
Qi,5,20,0,0.9847
Qi,5,20,1,0.9831
Qi,5,20,2,0.9828
Qi,5,20,3,0.982
Qi,5,20,6,0.9829
Qi,5,20,12,0.9785
Qi,5,20,24,0.9559
Qi,5,20,40,0.8411
Qi,5,30,0,0.9835
Qi,5,30,1,0.9819
Qi,5,30,2,0.9824
Qi,5,30,3,0.9827
Qi,5,30,6,0.9809
Qi,5,30,12,0.9768
Qi,5,30,24,0.907
Qi,5,30,40,0.6882
Qi,5,40,0,0.9804
Qi,5,40,1,0.9747
Qi,5,40,2,0.9794
Qi,5,40,3,0.9797
Qi,5,40,6,0.9777
Qi,5,40,12,0.9508
Qi,5,40,24,0.7659
Qi,5,40,40,0.5877
Qi,5,50,0,0.9053
Qi,5,50,1,0.9109
Qi,5,50,2,0.8888
Qi,5,50,3,0.9028
Qi,5,50,6,0.8755
Qi,5,50,12,0.7977
Qi,5,50,24,0.6346
Qi,5,50,40,0.5569
Qi,5,60,0,0.6369
Qi,5,60,1,0.6729
Qi,5,60,2,0.6494
Qi,5,60,3,0.6405
Qi,5,60,6,0.6312
Qi,5,60,12,0.6311
Qi,5,60,24,0.5695
Qi,5,60,40,0.5394
Qi,5,70,0,0.565
Qi,5,70,1,0.5568
Qi,5,70,2,0.5548
Qi,5,70,3,0.5671
Qi,5,70,6,0.5682
Qi,5,70,12,0.5634
Qi,5,70,24,0.5409
Qi,5,70,40,0.513
Qi,10,0,0,0.9603
Qi,10,0,1,0.9605
Qi,10,0,2,0.9627
Qi,10,0,3,0.9642
Qi,10,0,6,0.9618
Qi,10,0,12,0.9598
Qi,10,0,24,0.9518
Qi,10,0,40,0.9293
Qi,10,10,0,0.9639
Qi,10,10,1,0.9654
Qi,10,10,2,0.9627
Qi,10,10,3,0.9629
Qi,10,10,6,0.9628
Qi,10,10,12,0.9646
Qi,10,10,24,0.9542
Qi,10,10,40,0.9151
Qi,10,20,0,0.967
Qi,10,20,1,0.9666
Qi,10,20,2,0.966
Qi,10,20,3,0.9652
Qi,10,20,6,0.964
Qi,10,20,12,0.9626
Qi,10,20,24,0.943
Qi,10,20,40,0.8447
Qi,10,30,0,0.9638
Qi,10,30,1,0.9631
Qi,10,30,2,0.9625
Qi,10,30,3,0.9657
Qi,10,30,6,0.9621
Qi,10,30,12,0.9573
Qi,10,30,24,0.91
Qi,10,30,40,0.6677
Qi,10,40,0,0.9429
Qi,10,40,1,0.9377
Qi,10,40,2,0.9411
Qi,10,40,3,0.9369
Qi,10,40,6,0.9401
Qi,10,40,12,0.9035
Qi,10,40,24,0.7078
Qi,10,40,40,0.578
Qi,10,50,0,0.6942
Qi,10,50,1,0.7026
Qi,10,50,2,0.7082
Qi,10,50,3,0.6989
Qi,10,50,6,0.6794
Qi,10,50,12,0.6258
Qi,10,50,24,0.5775
Qi,10,50,40,0.5501
Qi,10,60,0,0.5629
Qi,10,60,1,0.5575
Qi,10,60,2,0.5578
Qi,10,60,3,0.5522
Qi,10,60,6,0.5635
Qi,10,60,12,0.5518
Qi,10,60,24,0.5321
Qi,10,60,40,0.5186
Qi,10,70,0,0.5148
Qi,10,70,1,0.5109
Qi,10,70,2,0.5255
Qi,10,70,3,0.5162
Qi,10,70,6,0.5063
Qi,10,70,12,0.5068
Qi,10,70,24,0.5016
Qi,10,70,40,0.4853
