X,Y,R
18.4008257666311,18.6324275555816,12.6604088737558
16.7144288214486,17.9588275751805,12.4768562180642
20.1106000806450,20.2948785240414,13.0409951641207
16.7267624895966,19.0231682909131,11.1018060567874
21.1825867490274,18.3186916086417,11.1973888825129
15.8521804917769,18.5788226095030,11.1098890253937
15.0114165948593,15.1847376380970,11.0889592697253
16.1313410581117,15.2354310331934,11.1631397975082
17.0348421437523,15.5846768123810,10.9599193460736
17.5831070434308,17.2011932843697,10.8904692126449
16.0414847601749,18.5297539540155,10.9156094010354
17.4047180560144,16.9695036870500,12.2178141057844
16.0356856515471,15.5985533130375,11.2454883171557
16.9540084892085,17.3562473488251,11.0683777592539
15.9409123246060,16.1731615068523,11.3451940971835
17.7770151280489,15.8799519862370,11.1501153363976
16.9578650263040,15.7739009334647,11.4152469816288
16.4851860167889,17.5510507361870,11.4969369295860
17.5600329234188,19.5982863413949,11.7714862733818
16.3074956447954,17.4462238937444,11.0711269990228
16.4989272675524,17.3172460883626,10.7297449038803
15.8822631136923,16.8094977625153,11.3592562321964
14.2230996833244,16.5530455101632,10.9434825786582
16.1739892927873,14.7217565606812,10.3993996259149
17.8047059481342,18.7045543181564,10.6623015115959
15.4055645279957,16.1320338650423,10.5663033711976
15.0952208676959,16.7071075368652,10.5435843656833
14.7007021457698,15.4404715594933,10.8858333659712
19.1578469831972,17.3858343317367,11.2785621926459
14.6161814758068,18.7529575843751,10.9647961648455
17.6180334047753,15.3564139904506,10.9082292650954
16.7527422151819,17.8813362557686,11.6968957490213
17.1097854009593,15.9779662606195,11.5039375429631
16.1840735374829,17.5573726848411,11.3789333618771
19.9447845873519,16.6238502216503,11.4178459130982
14.6525496654232,14.8154736893925,10.7835887864609
14.3608136780168,15.6866395578455,11.0471045989572
16.3499782987170,15.3727750909456,11.2057376963262
15.8194359243869,16.4863775533950,11.1270868631937
15.4773128874553,17.3744322359485,10.6673398503755
16.8089610128556,18.1407523926298,10.8187445484981
15.1573398832138,17.7611540856530,10.3465486977008
15.8740511881689,18.5410021073020,10.6024802841472
16.1837699947074,17.6461993521593,10.7796000575535
13.9647108646468,17.5692043999649,10.5575147526621
13.9399370173248,16.3724528003920,10.6035378921561
16.3051371187635,19.1842430498435,11.3267705980721
16.8678070456334,15.3634739411263,10.6495354711384
13.1040487235876,13.9516827997484,10.4563748084349
14.5095614729794,15.6764514581417,10.9060893395019
17.2251310648732,17.1083989042647,10.4533986951255
14.2467432330838,16.7079435002320,11.1373634397805
16.1950708765270,16.1201308510602,10.5228247893581
15.0629435344411,17.2334338435990,10.7195111989095
15.3651839827368,16.7759686237137,10.8692257554142
14.7092680862142,16.8973469591603,9.7697609781444
15.7334091803016,16.6023652808582,9.8822171729047
14.5547029244504,16.2153804583592,9.9882877331912
14.5355318542211,17.2775657062000,9.8405838721061
15.2360821609837,17.4567010642187,10.8812068644609
15.7416078159636,15.4561733180636,11.0151804640723
16.5379826101920,17.3142876895268,11.4598720134703
15.8934541138615,18.7070451452786,11.2065300283796
15.5799106063015,14.7768770126670,10.0096541047014
14.2834114638600,16.8415001427335,10.2093736164531
14.0935557153663,15.0434629603056,10.0114581902905
13.7445831589707,14.2354312115683,9.7846944432965
14.4385852436060,15.5146051390979,10.3009446618915
14.2459411592968,14.9437219661767,9.6133288859972
16.2128611926197,15.8559985264703,9.8285313693243
13.9354241274690,16.4645481208718,10.0349088773717
13.6776624166208,15.4584650295109,10.3552859196073
16.4472053050115,16.5533310172228,11.3541659049821
13.6298012811996,14.7284185621122,10.4251994151797
15.7714674948113,14.8115526682254,10.7991871253518
15.2973098803289,16.0651560705875,11.1852091077525
15.0257493996283,17.4375993436142,11.7603670991572
16.3611040943663,21.1787511820775,11.7782404187024
15.7460935806905,17.8784501253140,11.7466630396921
13.0803229109909,15.3440789743305,11.1872277537941
15.0428713357968,15.0455017535997,11.6172406685928
15.3595156386426,15.6095359972012,11.5290391702448
15.4539982909668,15.4010520676571,11.6106434027070
