case_idx,filename,config,mean_J,std_J,range_J,min_J,max_J
123,99999992_20200319_Feet_L_S_3,GL80,0.9339903946510327,1.1102230246251565e-16,0.0,0.9339903946510326,0.9339903946510326
124,99999992_20200319_Feet_R_S_0,GL80,0.9185458422802202,4.440892098500626e-16,0.0,0.9185458422802197,0.9185458422802197
125,99999992_20200319_Feet_R_S_1,GL80,0.7498637777565187,0.004191692968570329,0.014646960597153869,0.7485455513027752,0.7631925118999291
126,99999992_20200319_Feet_R_S_2,GL80,0.8266421276583172,0.006820552537294356,0.03193213096727732,0.82262562620754,0.8545577571748173
127,99999992_20200319_Feet_R_S_3,GL80,0.8786857743706173,2.220446049250313e-16,0.0,0.8786857743706171,0.8786857743706171
128,99999998_20200227_Feet_L_S_0,GL80,0.9264458626436897,2.220446049250313e-16,0.0,0.9264458626436899,0.9264458626436899
129,99999998_20200227_Feet_L_S_1,GL80,0.8841046932643285,0.005498907055585955,0.015400020067716236,0.881794690254171,0.8971947103218872
130,99999998_20200227_Feet_L_S_2,GL80,0.9179001688270643,2.220446049250313e-16,0.0,0.9179001688270645,0.9179001688270645
131,99999998_20200227_Feet_L_S_3,GL80,0.8898064627193186,2.220446049250313e-16,0.0,0.8898064627193184,0.8898064627193184
132,99999998_20200227_Feet_R_S_0,GL80,0.9131607820984111,0.0010913921795495706,0.002488159997777961,0.9125138604989889,0.9150020204967668
133,99999998_20200227_Feet_R_S_1,GL80,0.8405298024875338,3.3306690738754696e-16,0.0,0.8405298024875335,0.8405298024875335
134,99999998_20200227_Feet_R_S_2,GL80,0.8717460557183412,2.220446049250313e-16,0.0,0.871746055718341,0.871746055718341
135,99999998_20200227_Feet_R_S_3,GL80,0.9249420276972045,3.3306690738754696e-16,0.0,0.9249420276972048,0.9249420276972048
136,99999999_20200227_Feet_L_S_0,GL80,0.8757331346446062,1.1102230246251565e-16,0.0,0.8757331346446061,0.8757331346446061
137,99999999_20200227_Feet_L_S_1,GL80,0.8415076311785107,2.220446049250313e-16,0.0,0.8415076311785105,0.8415076311785105
138,99999999_20200227_Feet_L_S_2,GL80,0.880365257625805,2.220446049250313e-16,0.0,0.8803652576258048,0.8803652576258048
139,99999999_20200227_Feet_L_S_3,GL80,0.892863722918023,1.1102230246251565e-16,0.0,0.8928637229180231,0.8928637229180231
140,99999999_20200227_Feet_R_S_0,GL80,0.8190369635149887,1.1102230246251565e-16,0.0,0.8190369635149886,0.8190369635149886
141,99999999_20200227_Feet_R_S_1,GL80,0.8874909239333756,2.220446049250313e-16,0.0,0.8874909239333758,0.8874909239333758
142,99999999_20200227_Feet_R_S_2,GL80,0.909054554868369,3.3306690738754696e-16,0.0,0.9090545548683693,0.9090545548683693
143,99999999_20200227_Feet_R_S_3,GL80,0.918309388122717,4.440892098500626e-16,0.0,0.9183093881227166,0.9183093881227166
